seqnames	start	end	width	strand	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
1617	chr5	180235543	180236647	1105	*	peak_768053	ENSG00000050748.17	180233143	180292099	-	inside	56556	2400	Overlapping
1618	chr5	180521012	180527105	6094	*	peak_768188	ENSG00000113300.12	180494379	180578405	+	inside	26633	26633	Overlapping
1619	chr6	861146	861918	773	*	peak_768749	NA	NA	NA	NA	NA	NA	NA	NA
1620	chr6	3063301	3065166	1866	*	peak_769642	ENSG00000137275.14	3063991	3115187	+	overlapStart	-690	690	Overlapping
1621	chr6	3735504	3761929	26426	*	peak_769912	ENSG00000168994.13	3722614	3752026	-	overlapStart	16522	9903	Overlapping
1622	chr6	3735504	3761929	26426	*	peak_769912	ENSG00000219992.2	3754099	3754840	+	includeFeature	-18595	7089	Overlapping
1623	chr6	3735504	3761929	26426	*	peak_769912	ENSG00000270504.1	3751111	3753871	+	includeFeature	-15607	8058	Overlapping
1624	chr6	3773283	3774154	872	*	peak_769922	NA	NA	NA	NA	NA	NA	NA	NA
1625	chr6	3931969	3934022	2054	*	peak_769966	NA	NA	NA	NA	NA	NA	NA	NA
1626	chr6	4899428	4900121	694	*	peak_770411	ENSG00000153046.18	4706159	4955551	+	inside	193269	55430	Overlapping
1627	chr6	5470730	5473883	3154	*	peak_770713	ENSG00000145982.12	5261044	5829192	+	inside	209686	209686	Overlapping
1628	chr6	6720788	6729070	8283	*	peak_771230	ENSG00000226281.4	6692741	6739030	-	inside	18242	9960	Overlapping
1629	chr6	6720788	6729070	8283	*	peak_771230	ENSG00000288046.1	6725036	6733191	+	overlapStart	-4248	4034	Overlapping
1630	chr6	7105697	7123487	17791	*	peak_771363	ENSG00000124782.20	7107597	7251980	+	overlapStart	-1900	1900	Overlapping
1631	chr6	7301799	7302146	348	*	peak_771422	ENSG00000124783.14	7268306	7347446	-	inside	45647	33493	Overlapping
1632	chr6	10766933	10767255	323	*	peak_772657	ENSG00000111837.11	10762723	10838555	-	inside	71622	4210	Overlapping
1633	chr6	10766933	10767255	323	*	peak_772657	ENSG00000137210.13	10747759	10852753	+	inside	19174	19174	Overlapping
1634	chr6	10766933	10767255	323	*	peak_772657	ENSG00000272162.1	10747794	10930423	+	inside	19139	19139	Overlapping
1635	chr6	11137992	11140795	2804	*	peak_772805	ENSG00000224531.6	11093834	11138733	+	overlapEnd	44158	741	Overlapping
1636	chr6	11472486	11475252	2767	*	peak_772905	ENSG00000233656.2	11417207	11481324	+	inside	55279	6072	Overlapping
1637	chr6	11472486	11475252	2767	*	peak_772905	ENSG00000242753.2	11414636	11515710	+	inside	57850	40458	Overlapping
1638	chr6	12175263	12176213	951	*	peak_773246	NA	NA	NA	NA	NA	NA	NA	NA
1639	chr6	14919558	14931397	11840	*	peak_774479	ENSG00000234261.4	14661829	15090170	-	inside	170612	158773	Overlapping
1640	chr6	15655983	15656306	324	*	peak_774772	ENSG00000047579.19	15522801	15663058	-	inside	7075	6752	Overlapping
1641	chr6	18249278	18250125	848	*	peak_775799	ENSG00000124795.17	18223860	18264548	-	inside	15270	14423	Overlapping
1642	chr6	19663748	19664699	952	*	peak_776217	ENSG00000228412.9	19323428	19839080	-	inside	175332	174381	Overlapping
1643	chr6	20599150	20600059	910	*	peak_776599	ENSG00000145996.11	20534457	21232404	+	inside	64693	64693	Overlapping
1644	chr6	20656996	20658390	1395	*	peak_776642	ENSG00000145996.11	20534457	21232404	+	inside	122539	122539	Overlapping
1645	chr6	20659515	20663299	3785	*	peak_776643	ENSG00000145996.11	20534457	21232404	+	inside	125058	125058	Overlapping
1646	chr6	20786941	20788452	1512	*	peak_776714	ENSG00000145996.11	20534457	21232404	+	inside	252484	252484	Overlapping
1647	chr6	20786941	20788452	1512	*	peak_776714	ENSG00000233848.1	20756103	20800694	-	inside	13753	12242	Overlapping
1648	chr6	20814647	20815105	459	*	peak_776730	ENSG00000145996.11	20534457	21232404	+	inside	280190	280190	Overlapping
1649	chr6	20890941	20891381	441	*	peak_776778	ENSG00000145996.11	20534457	21232404	+	inside	356484	341023	Overlapping
1650	chr6	20917920	20920500	2581	*	peak_776798	ENSG00000145996.11	20534457	21232404	+	inside	383463	311904	Overlapping
1651	chr6	21157030	21158972	1943	*	peak_776927	ENSG00000145996.11	20534457	21232404	+	inside	622573	73432	Overlapping
1652	chr6	25398836	25400931	2096	*	peak_778639	ENSG00000079691.18	25279078	25620530	+	inside	119758	119758	Overlapping
1653	chr6	25398836	25400931	2096	*	peak_778639	ENSG00000168405.17	25061626	25452263	-	inside	53427	51332	Overlapping
1654	chr6	25457845	25458058	214	*	peak_778665	ENSG00000079691.18	25279078	25620530	+	inside	178767	162472	Overlapping
1655	chr6	27332946	27333500	555	*	peak_779348	NA	NA	NA	NA	NA	NA	NA	NA
1656	chr6	28217299	28219657	2359	*	peak_779609	ENSG00000176933.5	28217643	28218634	-	includeFeature	1335	344	Overlapping
1657	chr6	28586226	28593688	7463	*	peak_779761	ENSG00000232040.3	28570535	28616212	-	inside	29986	15691	Overlapping
1658	chr6	28586226	28593688	7463	*	peak_779761	ENSG00000246350.1	28587378	28591747	+	includeFeature	-1152	1152	Overlapping
1659	chr6	29974480	29978716	4237	*	peak_780149	ENSG00000204625.10	29975112	29978410	+	includeFeature	-632	306	Overlapping
1660	chr6	30313110	30313665	556	*	peak_780297	ENSG00000231074.9	30286690	30327382	-	inside	14272	13717	Overlapping
1661	chr6	30313110	30313665	556	*	peak_780297	ENSG00000270604.5	30234039	30326134	-	inside	13024	12469	Overlapping
1662	chr6	31812177	31815977	3801	*	peak_780902	ENSG00000204389.9	31815464	31817946	+	overlapStart	-3287	513	Overlapping
1663	chr6	31812177	31815977	3801	*	peak_780902	ENSG00000204390.10	31809619	31815283	-	overlapStart	3106	694	Overlapping
1664	chr6	35894461	35896483	2023	*	peak_782479	ENSG00000096063.16	35832966	35921342	-	inside	26881	24859	Overlapping
1665	chr6	37302893	37304128	1236	*	peak_783086	ENSG00000065491.8	37257772	37332970	+	inside	45121	28842	Overlapping
1666	chr6	37302893	37304128	1236	*	peak_783086	ENSG00000286672.1	37301210	37305176	-	inside	2283	1048	Overlapping
1667	chr6	38488831	38494134	5304	*	peak_783780	ENSG00000183826.18	38168451	38640148	-	inside	151317	146014	Overlapping
1668	chr6	39919019	39940062	21044	*	peak_784313	ENSG00000124615.20	39899578	39934551	-	overlapStart	15532	5511	Overlapping
1669	chr6	39919019	39940062	21044	*	peak_784313	ENSG00000220586.2	39934595	40000527	+	overlapStart	-15576	5467	Overlapping
1670	chr6	45334248	45334913	666	*	peak_786596	ENSG00000124813.23	45328157	45664349	+	inside	6091	6091	Overlapping
1671	chr6	45334248	45334913	666	*	peak_786596	ENSG00000196284.16	44809317	45377953	-	inside	43705	43040	Overlapping
1672	chr6	47925639	47926009	371	*	peak_787707	ENSG00000244694.7	47878028	48068689	-	inside	143050	47611	Overlapping
1673	chr6	62375448	62376291	844	*	peak_791315	NA	NA	NA	NA	NA	NA	NA	NA
1674	chr6	66179907	66180166	260	*	peak_792121	NA	NA	NA	NA	NA	NA	NA	NA
1675	chr6	73282392	73282789	398	*	peak_794292	ENSG00000135314.12	73241314	73310365	-	inside	27973	27576	Overlapping
1676	chr6	73282392	73282789	398	*	peak_794292	ENSG00000229852.3	73263212	73301789	+	inside	19180	19000	Overlapping
1677	chr6	75259534	75259782	249	*	peak_795090	ENSG00000112697.16	75252924	75284948	-	inside	25414	6610	Overlapping
1678	chr6	80006986	80007313	328	*	peak_796582	ENSG00000112742.10	80003887	80042527	+	inside	3099	3099	Overlapping
1679	chr6	80017168	80018067	900	*	peak_796597	ENSG00000112742.10	80003887	80042527	+	inside	13281	13281	Overlapping
1680	chr6	80366041	80367233	1193	*	peak_796779	NA	NA	NA	NA	NA	NA	NA	NA
1681	chr6	82902441	82903057	617	*	peak_797599	ENSG00000118420.17	82892390	83065841	-	inside	163400	10051	Overlapping
1682	chr6	83055361	83056885	1525	*	peak_797671	ENSG00000118420.17	82892390	83065841	-	inside	10480	8956	Overlapping
1683	chr6	84145041	84145312	272	*	peak_798118	ENSG00000135315.12	84124241	84227643	-	inside	82602	20800	Overlapping
1684	chr6	87216887	87217147	261	*	peak_799054	ENSG00000188994.13	87152833	87265943	+	inside	64054	48796	Overlapping
1685	chr6	87257838	87258374	537	*	peak_799094	ENSG00000188994.13	87152833	87265943	+	inside	105005	7569	Overlapping
1686	chr6	87540031	87542281	2251	*	peak_799233	ENSG00000146282.18	87513938	87589987	-	inside	49956	26093	Overlapping
1687	chr6	88620965	88622312	1348	*	peak_799637	ENSG00000111880.16	88609897	88963618	-	inside	342653	11068	Overlapping
1688	chr6	88636371	88640010	3640	*	peak_799648	ENSG00000111880.16	88609897	88963618	-	inside	327247	26474	Overlapping
1689	chr6	88649025	88649286	262	*	peak_799653	ENSG00000111880.16	88609897	88963618	-	inside	314593	39128	Overlapping
1690	chr6	88894456	88894904	449	*	peak_799788	ENSG00000111880.16	88609897	88963618	-	inside	69162	68714	Overlapping
1691	chr6	89362233	89362872	640	*	peak_799998	NA	NA	NA	NA	NA	NA	NA	NA
1692	chr6	90329373	90330449	1077	*	peak_800458	ENSG00000260271.3	90295507	90363912	+	inside	33866	33463	Overlapping
1693	chr6	90729765	90730339	575	*	peak_800646	NA	NA	NA	NA	NA	NA	NA	NA
1694	chr6	94563354	94563901	548	*	peak_801814	NA	NA	NA	NA	NA	NA	NA	NA
1695	chr6	97136152	97137309	1158	*	peak_802562	ENSG00000186231.17	96924620	97140754	+	inside	211532	3445	Overlapping
1696	chr6	97278643	97278905	263	*	peak_802650	ENSG00000146263.11	97142161	97283217	-	inside	4574	4312	Overlapping
1697	chr6	98897398	98898383	986	*	peak_803111	ENSG00000112234.9	98868535	98948006	-	inside	50608	28863	Overlapping
1698	chr6	98920575	98921541	967	*	peak_803120	ENSG00000112234.9	98868535	98948006	-	inside	27431	26465	Overlapping
1699	chr6	99501383	99502696	1314	*	peak_803349	ENSG00000123552.17	99432379	99521728	-	inside	20345	19032	Overlapping
1700	chr6	100796192	100797309	1118	*	peak_803914	ENSG00000112249.14	100508194	100881372	-	inside	85180	84063	Overlapping
1701	chr6	102398520	102399728	1209	*	peak_804405	NA	NA	NA	NA	NA	NA	NA	NA
1702	chr6	102402675	102403125	451	*	peak_804406	NA	NA	NA	NA	NA	NA	NA	NA
1703	chr6	106272740	106273903	1164	*	peak_805577	ENSG00000057663.16	106045423	106325791	-	inside	53051	51888	Overlapping
1704	chr6	106316029	106317297	1269	*	peak_805610	ENSG00000057663.16	106045423	106325791	-	inside	9762	8494	Overlapping
1705	chr6	106414165	106414875	711	*	peak_805643	ENSG00000112297.15	106360808	106571978	+	inside	53357	53357	Overlapping
1706	chr6	107098171	107100007	1837	*	peak_805937	ENSG00000178409.13	107065182	107115269	-	inside	17098	15262	Overlapping
1707	chr6	107409122	107410097	976	*	peak_806103	ENSG00000164494.12	107152562	107459564	-	inside	50442	49467	Overlapping
1708	chr6	107420220	107420387	168	*	peak_806109	ENSG00000164494.12	107152562	107459564	-	inside	39344	39177	Overlapping
1709	chr6	108840238	108842618	2381	*	peak_806675	NA	NA	NA	NA	NA	NA	NA	NA
1710	chr6	109235759	109244774	9016	*	peak_806797	ENSG00000203799.13	109165831	109355063	+	inside	69928	69928	Overlapping
1711	chr6	109799044	109800867	1824	*	peak_806983	ENSG00000112367.10	109691312	109825428	+	inside	107732	24561	Overlapping
1712	chr6	110104337	110105282	946	*	peak_807110	ENSG00000112290.13	110099819	110180004	-	inside	75667	4518	Overlapping
1713	chr6	110110158	110110453	296	*	peak_807116	ENSG00000112290.13	110099819	110180004	-	inside	69846	10339	Overlapping
1714	chr6	110127890	110130414	2525	*	peak_807128	ENSG00000112290.13	110099819	110180004	-	inside	52114	28071	Overlapping
1715	chr6	111332987	111333479	493	*	peak_807675	ENSG00000009413.15	111299028	111483715	-	inside	150728	33959	Overlapping
1716	chr6	111702819	111704534	1716	*	peak_807804	ENSG00000010810.17	111660332	111873452	-	inside	170633	42487	Overlapping
1717	chr6	116584088	116584461	374	*	peak_809596	ENSG00000111832.13	116571409	116597675	+	inside	12679	12679	Overlapping
1718	chr6	117007255	117009607	2353	*	peak_809753	NA	NA	NA	NA	NA	NA	NA	NA
1719	chr6	118727858	118728364	507	*	peak_810324	NA	NA	NA	NA	NA	NA	NA	NA
1720	chr6	119586086	119588167	2082	*	peak_810742	NA	NA	NA	NA	NA	NA	NA	NA
1721	chr6	125884052	125885381	1330	*	peak_812739	ENSG00000111912.20	125781161	125932034	+	inside	102891	46653	Overlapping
1722	chr6	126007781	126008572	792	*	peak_812795	ENSG00000066651.20	125986479	126203817	+	inside	21302	21302	Overlapping
1723	chr6	126148976	126149876	901	*	peak_812869	ENSG00000066651.20	125986479	126203817	+	inside	162497	53941	Overlapping
1724	chr6	128096313	128098865	2553	*	peak_813525	ENSG00000152894.14	127968779	128520674	-	inside	424361	127534	Overlapping
1725	chr6	129867809	129868284	476	*	peak_814376	NA	NA	NA	NA	NA	NA	NA	NA
1726	chr6	132232611	132233585	975	*	peak_815498	NA	NA	NA	NA	NA	NA	NA	NA
1727	chr6	132476076	132477470	1395	*	peak_815627	ENSG00000079950.14	132445867	132513198	-	inside	37122	30209	Overlapping
1728	chr6	132477896	132480049	2154	*	peak_815628	ENSG00000079950.14	132445867	132513198	-	inside	35302	32029	Overlapping
1729	chr6	132582374	132582762	389	*	peak_815649	NA	NA	NA	NA	NA	NA	NA	NA
1730	chr6	132711076	132718785	7710	*	peak_815717	ENSG00000112299.8	132680849	132714055	-	overlapStart	2979	2979	Overlapping
1731	chr6	134962202	134963338	1137	*	peak_816733	ENSG00000112339.14	134960378	135103056	-	inside	140854	1824	Overlapping
1732	chr6	134997217	134997613	397	*	peak_816756	ENSG00000112339.14	134960378	135103056	-	inside	105839	36839	Overlapping
1733	chr6	135202743	135204866	2124	*	peak_816870	ENSG00000118513.19	135181308	135219173	+	inside	21435	14307	Overlapping
1734	chr6	142477685	142478650	966	*	peak_819905	NA	NA	NA	NA	NA	NA	NA	NA
1735	chr6	143508442	143508691	250	*	peak_820370	ENSG00000001036.13	143494811	143511690	-	inside	3248	2999	Overlapping
1736	chr6	144283399	144288675	5277	*	peak_820732	ENSG00000152818.18	144285701	144853034	+	overlapStart	-2302	2302	Overlapping
1737	chr6	151485077	151487187	2111	*	peak_823846	NA	NA	NA	NA	NA	NA	NA	NA
1738	chr6	151960690	151961154	465	*	peak_824066	ENSG00000091831.23	151656691	152129619	+	inside	303999	168465	Overlapping
1739	chr6	152973168	152973711	544	*	peak_824453	ENSG00000112029.10	152970519	152983579	-	inside	10411	2649	Overlapping
1740	chr6	155089647	155091485	1839	*	peak_825219	ENSG00000146426.18	154832697	155257723	+	inside	256950	166238	Overlapping
1741	chr6	155853956	155856039	2084	*	peak_825531	NA	NA	NA	NA	NA	NA	NA	NA
1742	chr6	157004039	157008017	3979	*	peak_825947	ENSG00000049618.23	156776020	157210779	+	inside	228019	202762	Overlapping
1743	chr6	158368512	158370104	1593	*	peak_826539	ENSG00000130338.13	158232236	158511828	+	inside	136276	136276	Overlapping
1744	chr6	158368512	158370104	1593	*	peak_826539	ENSG00000274023.1	158282841	158428379	+	inside	85671	58275	Overlapping
1745	chr6	158427981	158429157	1177	*	peak_826561	ENSG00000130338.13	158232236	158511828	+	inside	195745	82671	Overlapping
1746	chr6	158427981	158429157	1177	*	peak_826561	ENSG00000274023.1	158282841	158428379	+	overlapEnd	145140	398	Overlapping
1747	chr6	158438966	158439644	679	*	peak_826570	ENSG00000130338.13	158232236	158511828	+	inside	206730	72184	Overlapping
1748	chr6	158438966	158439644	679	*	peak_826570	ENSG00000243373.3	158437797	158438088	+	downstream	1169	878	Overlapping
1749	chr6	158896342	158898398	2057	*	peak_826769	ENSG00000203711.14	158869848	158919105	+	inside	26494	20707	Overlapping
1750	chr6	161065984	161070067	4084	*	peak_827605	ENSG00000085511.20	160991727	161117385	+	inside	74257	47318	Overlapping
1751	chr6	161072355	161077769	5415	*	peak_827610	ENSG00000085511.20	160991727	161117385	+	inside	80628	39616	Overlapping
1752	chr6	161085526	161086211	686	*	peak_827614	ENSG00000085511.20	160991727	161117385	+	inside	93799	31174	Overlapping
1753	chr6	166280380	166281200	821	*	peak_829473	NA	NA	NA	NA	NA	NA	NA	NA
1754	chr6	166988564	166989683	1120	*	peak_829794	ENSG00000227598.1	166969626	166999065	-	inside	10501	9382	Overlapping
1755	chr6	169551981	169560136	8156	*	peak_830940	ENSG00000184465.16	169457212	169702067	-	inside	150086	94769	Overlapping
1756	chr6	169551981	169560136	8156	*	peak_830940	ENSG00000285733.1	169419969	169702047	-	inside	150066	132012	Overlapping
1757	chr7	114233	117068	2836	*	peak_831474	ENSG00000287883.1	115186	132034	-	overlapEnd	17801	953	Overlapping
1758	chr7	904066	905836	1771	*	peak_831808	ENSG00000105963.15	897900	955407	-	inside	51341	6166	Overlapping
1759	chr7	904066	905836	1771	*	peak_831808	ENSG00000240230.6	898778	975549	-	inside	71483	5288	Overlapping
1760	chr7	1529071	1546934	17864	*	peak_832073	ENSG00000164855.16	1542235	1560821	-	overlapEnd	31750	4699	Overlapping
1761	chr7	1529071	1546934	17864	*	peak_832073	ENSG00000198517.10	1530702	1543043	+	includeFeature	-1631	1631	Overlapping
1762	chr7	5403463	5432525	29063	*	peak_833813	ENSG00000155034.19	5431335	5513809	-	overlapEnd	110346	1190	Overlapping
1763	chr7	5403463	5432525	29063	*	peak_833813	ENSG00000182095.14	5306790	5425414	-	overlapStart	21951	7111	Overlapping
1764	chr7	5403463	5432525	29063	*	peak_833813	ENSG00000188365.3	5419846	5423122	+	includeFeature	-16383	9403	Overlapping
1765	chr7	5403463	5432525	29063	*	peak_833813	ENSG00000234432.4	5426277	5428927	-	includeFeature	25464	3598	Overlapping
1766	chr7	5403463	5432525	29063	*	peak_833813	ENSG00000241269.1	5419827	5420767	+	includeFeature	-16364	11758	Overlapping
1767	chr7	5403463	5432525	29063	*	peak_833813	ENSG00000272953.1	5425770	5426401	+	includeFeature	-22307	6124	Overlapping
1768	chr7	5403463	5432525	29063	*	peak_833813	ENSG00000273084.1	5428731	5429672	+	includeFeature	-25268	2853	Overlapping
1769	chr7	5711699	5712149	451	*	peak_833929	ENSG00000011275.18	5620047	5781739	-	inside	70040	69590	Overlapping
1770	chr7	5711699	5712149	451	*	peak_833929	ENSG00000283419.1	5711840	5711910	-	includeFeature	211	141	Overlapping
1771	chr7	7234222	7234842	621	*	peak_834474	ENSG00000106392.10	7156934	7248651	+	inside	77288	13809	Overlapping
1772	chr7	8087075	8087341	267	*	peak_834867	ENSG00000106415.13	7968796	8094272	+	inside	118279	6931	Overlapping
1773	chr7	10997389	10998256	868	*	peak_835534	ENSG00000106443.16	10973336	11169630	+	inside	24053	24053	Overlapping
1774	chr7	11061098	11061460	363	*	peak_835591	ENSG00000106443.16	10973336	11169630	+	inside	87762	87762	Overlapping
1775	chr7	11326078	11332860	6783	*	peak_835753	ENSG00000230333.6	11180902	11520175	+	inside	145176	145176	Overlapping
1776	chr7	11709775	11710026	252	*	peak_835962	ENSG00000005108.16	11370365	11832198	-	inside	122423	122172	Overlapping
1777	chr7	12331406	12331728	323	*	peak_836223	ENSG00000146530.14	12330885	12403941	-	inside	72535	521	Overlapping
1778	chr7	13233970	13234431	462	*	peak_836606	ENSG00000229618.3	12726152	13751920	+	inside	507818	507818	Overlapping
1779	chr7	17800824	17801451	628	*	peak_838391	ENSG00000071189.21	17790761	17940501	-	inside	139677	10063	Overlapping
1780	chr7	20141836	20142464	629	*	peak_839274	ENSG00000183742.12	20134655	20217404	-	inside	75568	7181	Overlapping
1781	chr7	20141836	20142464	629	*	peak_839274	ENSG00000228598.1	20141916	20153531	+	overlapStart	-80	80	Overlapping
1782	chr7	22765072	22766582	1511	*	peak_840272	NA	NA	NA	NA	NA	NA	NA	NA
1783	chr7	23409825	23412839	3015	*	peak_840558	ENSG00000136231.14	23310209	23470491	-	inside	60666	57652	Overlapping
1784	chr7	23421859	23422140	282	*	peak_840566	ENSG00000136231.14	23310209	23470491	-	inside	48632	48351	Overlapping
1785	chr7	23428828	23433459	4632	*	peak_840569	ENSG00000136231.14	23310209	23470491	-	inside	41663	37032	Overlapping
1786	chr7	23434181	23435282	1102	*	peak_840571	ENSG00000136231.14	23310209	23470491	-	inside	36310	35209	Overlapping
1787	chr7	23444351	23445996	1646	*	peak_840579	ENSG00000136231.14	23310209	23470491	-	inside	26140	24495	Overlapping
1788	chr7	23449708	23451378	1671	*	peak_840584	ENSG00000136231.14	23310209	23470491	-	inside	20783	19113	Overlapping
1789	chr7	23449708	23451378	1671	*	peak_840584	ENSG00000252590.1	23450658	23450722	+	includeFeature	-950	656	Overlapping
1790	chr7	23458194	23459404	1211	*	peak_840590	ENSG00000136231.14	23310209	23470491	-	inside	12297	11087	Overlapping
1791	chr7	24796404	24796736	333	*	peak_841057	ENSG00000070882.13	24796540	24981634	-	overlapEnd	185230	136	Overlapping
1792	chr7	24796404	24796736	333	*	peak_841057	ENSG00000287093.1	24778444	24795496	-	upstream	-908	908	Overlapping
1793	chr7	24862014	24865584	3571	*	peak_841075	ENSG00000070882.13	24796540	24981634	-	inside	119620	65474	Overlapping
1794	chr7	24941105	24944445	3341	*	peak_841083	ENSG00000070882.13	24796540	24981634	-	inside	40529	37189	Overlapping
1795	chr7	24944783	24950391	5609	*	peak_841084	ENSG00000070882.13	24796540	24981634	-	inside	36851	31243	Overlapping
1796	chr7	28080030	28087074	7045	*	peak_842342	ENSG00000153814.13	27830573	28180795	-	inside	100765	93721	Overlapping
1797	chr7	29683891	29686804	2914	*	peak_843023	ENSG00000225264.3	29598795	29685255	-	overlapStart	1364	1364	Overlapping
1798	chr7	29683891	29686804	2914	*	peak_843023	ENSG00000227855.3	29650227	29742594	+	inside	33664	33664	Overlapping
1799	chr7	30649836	30651156	1321	*	peak_843409	ENSG00000106113.19	30651942	30700129	-	downstream	50293	786	Overlapping
1800	chr7	32543419	32543811	393	*	peak_844092	ENSG00000105778.19	32495426	32588726	+	inside	47993	44915	Overlapping
1801	chr7	36400265	36401006	742	*	peak_845623	ENSG00000011426.11	36389821	36453791	+	inside	10444	10444	Overlapping
1802	chr7	36402575	36408455	5881	*	peak_845625	ENSG00000011426.11	36389821	36453791	+	inside	12754	12754	Overlapping
1803	chr7	36411398	36412305	908	*	peak_845632	ENSG00000011426.11	36389821	36453791	+	inside	21577	21577	Overlapping
1804	chr7	39735541	39737399	1859	*	peak_847103	ENSG00000188185.12	39733430	39793092	+	inside	2111	2111	Overlapping
1805	chr7	39744632	39748429	3798	*	peak_847107	ENSG00000188185.12	39733430	39793092	+	inside	11202	11202	Overlapping
1806	chr7	45045747	45047927	2181	*	peak_849339	ENSG00000136280.16	44999475	45076469	+	inside	46272	28542	Overlapping
1807	chr7	46599017	46607616	8600	*	peak_849971	NA	NA	NA	NA	NA	NA	NA	NA
1808	chr7	47943088	47952841	9754	*	peak_850524	ENSG00000158683.8	47740202	47948491	-	overlapStart	5403	4350	Overlapping
1809	chr7	50704563	50720785	16223	*	peak_851401	ENSG00000106070.19	50590063	50793462	-	inside	88899	72677	Overlapping
1810	chr7	50789830	50796225	6396	*	peak_851441	ENSG00000106070.19	50590063	50793462	-	overlapStart	3632	2763	Overlapping
1811	chr7	55426942	55429198	2257	*	peak_852737	ENSG00000132434.9	55365448	55433742	+	inside	61494	4544	Overlapping
1812	chr7	69882873	69885167	2295	*	peak_855149	ENSG00000158321.17	69598296	70793495	+	inside	284577	284577	Overlapping
1813	chr7	69892752	69894560	1809	*	peak_855155	ENSG00000158321.17	69598296	70793495	+	inside	294456	294456	Overlapping
1814	chr7	70285239	70285551	313	*	peak_855356	ENSG00000158321.17	69598296	70793495	+	inside	686943	507944	Overlapping
1815	chr7	70423364	70423792	429	*	peak_855411	ENSG00000158321.17	69598296	70793495	+	inside	825068	369703	Overlapping
1816	chr7	71511154	71511371	218	*	peak_855892	ENSG00000185274.12	71132144	71713600	+	inside	379010	202229	Overlapping
1817	chr7	74077680	74078138	459	*	peak_856782	NA	NA	NA	NA	NA	NA	NA	NA
1818	chr7	75871500	75873516	2017	*	peak_857399	ENSG00000005486.17	75842602	75888926	+	inside	28898	15410	Overlapping
1819	chr7	75989031	75998046	9016	*	peak_857423	ENSG00000127952.17	75996338	76048004	-	overlapEnd	58973	1708	Overlapping
1820	chr7	75989031	75998046	9016	*	peak_857423	ENSG00000189077.11	75986831	75994656	-	overlapStart	5625	2200	Overlapping
1821	chr7	76376747	76383821	7075	*	peak_857599	NA	NA	NA	NA	NA	NA	NA	NA
1822	chr7	77452177	77457335	5159	*	peak_857926	NA	NA	NA	NA	NA	NA	NA	NA
1823	chr7	78037264	78038232	969	*	peak_858205	ENSG00000187391.21	78017055	79453667	-	inside	1416403	20209	Overlapping
1824	chr7	87831369	87831785	417	*	peak_862060	ENSG00000105784.15	87627548	87832296	+	inside	203821	511	Overlapping
1825	chr7	87879978	87880982	1005	*	peak_862082	ENSG00000006634.8	87876216	87909553	+	inside	3762	3762	Overlapping
1826	chr7	87881446	87883799	2354	*	peak_862083	ENSG00000006634.8	87876216	87909553	+	inside	5230	5230	Overlapping
1827	chr7	87883968	87885789	1822	*	peak_862084	ENSG00000006634.8	87876216	87909553	+	inside	7752	7752	Overlapping
1828	chr7	87895219	87896140	922	*	peak_862094	ENSG00000006634.8	87876216	87909553	+	inside	19003	13413	Overlapping
1829	chr7	88214898	88215758	861	*	peak_862255	ENSG00000075142.13	88205118	88226993	-	inside	12095	9780	Overlapping
1830	chr7	88214898	88215758	861	*	peak_862255	ENSG00000254003.1	88216660	88219226	+	upstream	-1762	902	Overlapping
1831	chr7	88516106	88516665	560	*	peak_862368	ENSG00000233420.2	88420167	88756725	+	inside	95939	95939	Overlapping
1832	chr7	90353332	90353526	195	*	peak_862721	ENSG00000105793.15	90335223	90391455	+	inside	18109	18109	Overlapping
1833	chr7	90851936	90853999	2064	*	peak_862884	ENSG00000058091.17	90466424	91210590	+	inside	385512	356591	Overlapping
1834	chr7	90919807	90920546	740	*	peak_862932	ENSG00000058091.17	90466424	91210590	+	inside	453383	290044	Overlapping
1835	chr7	90964734	90967115	2382	*	peak_862956	ENSG00000058091.17	90466424	91210590	+	inside	498310	243475	Overlapping
1836	chr7	91029597	91035672	6076	*	peak_862993	ENSG00000058091.17	90466424	91210590	+	inside	563173	174918	Overlapping
1837	chr7	91029597	91035672	6076	*	peak_862993	ENSG00000286411.1	91030149	91033725	-	includeFeature	4128	552	Overlapping
1838	chr7	91038075	91038348	274	*	peak_862997	ENSG00000058091.17	90466424	91210590	+	inside	571651	172242	Overlapping
1839	chr7	91168241	91170683	2443	*	peak_863073	ENSG00000058091.17	90466424	91210590	+	inside	701817	39907	Overlapping
1840	chr7	91209941	91210239	299	*	peak_863099	ENSG00000058091.17	90466424	91210590	+	inside	743517	351	Overlapping
1841	chr7	92657229	92659333	2105	*	peak_863775	ENSG00000105810.9	92604921	92836594	-	inside	179365	52308	Overlapping
1842	chr7	92657229	92659333	2105	*	peak_863775	ENSG00000286742.1	92647906	92667083	+	inside	9323	7750	Overlapping
1843	chr7	92710541	92711091	551	*	peak_863811	ENSG00000105810.9	92604921	92836594	-	inside	126053	105620	Overlapping
1844	chr7	92772349	92775312	2964	*	peak_863825	ENSG00000105810.9	92604921	92836594	-	inside	64245	61282	Overlapping
1845	chr7	92805216	92805815	600	*	peak_863836	ENSG00000105810.9	92604921	92836594	-	inside	31378	30779	Overlapping
1846	chr7	93337354	93338398	1045	*	peak_864027	ENSG00000004766.17	93232340	93361123	+	inside	105014	22725	Overlapping
